Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
India,-877800877.8,-648900648.9,-785400785.4,-787500787.5,-1106701107,-1134001134,-1152811397,-958666666.7,-480000000,-185333333.3,-60000000,-225759297.1,227671475.8,-440047977.9,-1183618321,-984594448.2,587355938.4,143648829.8,-375331507.3,-2171813477,-5786386673,-5098906809,-4334108792,-4398713512,-3060529243,-5559179686,-4548547296,-3838531827,-4211604784,-3362657410,-4492297406,2039268.147,-2153620947,47187344.15,-988286716.3,-4249570650,-4554261385,-5148241779,-7005099303,-8770221354,-4245772554,-4254860905,-5045863334,-4233294135,-12662376777,-22898356563,-29981104764,-49726426539,-62024910978,-73425843079,-74620856173,-1.19E+11,-1.23E+11,-55375035766,-60893612908,-48309654578,-40526477692,-83759204290,-1.02E+11,-73069992885,-10516218300,-83133636377,-1.20E+11,-79393265768
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,-362337932.3,-385203143,-363749016.5,-538410187.2,-1142006997,-626191637.6,-795847721.5,-1076040665,-1510368469,-2981858478,-2953074931,-2940174927,-1695760116,-794916315.9,-338800580.5,66864329.14,308047901.7,1402764513,2253689262,2115403505,2161079849,2351699835,4062758944,5310557042,5384983510,7561724747,8295999244,9926303725,9809849725,12904845410,13853060504,17066863710,22092284292,24947098819,27918899886,23051809617,18684846091,22353723397,23763185836,31969103527,36749726390,44621244188,39229576708,47978463384,50667654215,89639843125,56957861453,82519909013,1.16691E+11,19531081076,90879076696,2.21509E+11,2.26227E+11,1.81412E+11
"Iran, Islamic Rep.",-148623522.2,-94336011.7,38426763.92,141505731.2,3653726.759,-20171391.87,-89504575.08,-178485511.1,-261589868.1,-294433623.7,-300301792,244757918.1,247261280.1,3461654472,10783896083,2773055993,6107914246,1372240187,978445643.4,9660039875,-14164364821,-15651420597,-4890560840,-15108728819,-8612447582,-9739286228,-13970909215,576180378.9,-8630857567,-9977684994,-13134204728,-21780150763,-16849952852,3046536574,10749816311,7914318073,6223632673,2171645134,-4258296497,4210835500,1837707920,-2447396907,842657774.6,-2163459034,-1464487185,13995728754,17451954234,27279166988,19998393806,7135886374,24493086440,54398073068,5546640294,16408588952,1432734468,-8105758514,8885088247,3553839013,14629612516,-12629035378,-13006916443,5002423448,8022385909,-15286552147
Iraq,,,,,,,,,,,562519775,798585572.8,635325923.7,1115219544,3393498137,1312902133,3809685066,3048086692,5947511006,11832712496,16782666667,-11601666667,-16989666667,-3383548387,-1877741935,-2262258065,-4696129032,-1649354839,-1958709677,-595806451.6,487741935.5,-4935638.809,-4187590.188,-4061727.999,-1135554.058,-1321085.37,-893639.559,4465658586,4856391982,6253336615,12609021036,1362594941,7039463245,120768660.8,-2817920476,-3527987369,8086942074,15730222489,25797838917,125996304.8,7391500000,30952800000,33590227293,27961900000,20331200000,-939731582.2,2715797629,15073295270,35932000423,16620400000,-4055319222,27553600000,58316729655,
Iceland,,,,,,,,,,,8209090.909,-43385227.27,-15764785.86,-24512371.02,-146748374.2,-117630448.9,4439808.97,-19131090.66,70782708.13,29433919.46,-3478405.87,-54508457.68,-152694895.4,55700323.64,-4574442.239,1327247.715,147128152.4,-62673383.8,-60101060.12,120210529.8,76457574.83,-91449785.83,-12678522.71,187567082.6,317688864.3,245753381,36588962.41,35032290,-369640831.3,-405640150.8,-620892782.6,-70246015.89,148944193.7,-337728297.9,-775868257.9,-1977500020,-2921079638,-1946714168,-377257489.9,1058255121,1353948959,1169381509,850665479.6,1242593844,1138635356,1311204370,1379636878,1109195402,907737238.8,1126395092,-293255775,-446285838.8,-40091291.61,154336257.3
Israel,,,,,,,,,,,-1266666667,-982500000,-900000000,-2382500000,-3090000000,-3398333333,-2387500000,-1772000000,-2375882353,-2767200000,-2460392157,-3029473684,-3093209877,-3161548043,-2382131651,-1585447451,-1525813953,-3351528910,-2638611545,-1837626800,-2909684555,-5318632794,-4502913668,-5999584467,-6602213809,-7810912231,-7878873328,-5379776193,-3021236283,-2977752011,-126063816.7,-3126471218,-3529064123,-960233635.6,103302097.3,-161775519.8,281879797.1,-1604147903,-1234392419,5269943799,4473685970,-367510474.7,-285065945.3,5446551994,4976660495,9497467433,6010222971,6893099903,3208932036,7361875628,16814341332,17585098910,15499838307,18900041683
Italy,,,,,,,,,,,258798017.3,952521847.7,1168247012,-3253224842,-7493364096,145868920.5,-2478057688,2446631556,6582594114,4173132137,-12410859145,-8404464316,-5419292770,2109484957,-1867307692,-1862996653,7969577867,3267109352,400105623.3,-180646344.9,2328492243,2412450445,589693637.1,32363681555,36132880644,42997622727,59461538462,46087198727,38522694324,22302224793,9745220727,14754690400,9665276392,7186714436,10646435538,-1836401651,-16009638359,-7510630798,-17617150231,-12973150262,-39140989153,-31057444799,22780973378,49969909978,60639816850,52641504803,59733694414,53145963915,49379369014,64739658692,66995055892,44482863062,-38256835804,28056758345
Jamaica,-33616086.55,-12725574.91,-14822214.07,1055599.578,-49569920.17,-34859986.06,17359993.06,-8699170.265,-56759954.59,-79799936.16,-58800023.52,-109629900,-155447840.9,-182624113.5,-242990243,-296010296,-262350262.4,44990044.99,85193220.2,-20002515.9,729754.9146,-256705325,-349159715.3,-265342816.1,-143172194.2,-206510465.5,81437294.64,10990242.35,-159076379.7,-387004133.6,-175138602.7,-48622076.41,-33418535.47,289756318.5,-15686424.8,-335466414.8,-534165843.2,-655736464,-668618331.1,-547312374.5,-1074566658,-1259624426,-1586419614,-1407339279,-1447860360,-2242186847,-2443604694,-2788654010,-4070429569,-2172705068,-2412732783,-3334491241,-3209088850,-3153502749,-3090039154,-2309134659,-1805850951,-2104215719,-2021439831,-2222393638,,,,
Jordan,,,,,,,,,,,,,,,,,-809680013.7,-1043833728,-1206707566,-1701444730,-1756146681,-2406841932,-2512113750,-2240834639,-2010065936,-1827557808,-1615585514,-1664898850,-1332916546,-774484141.3,-1238790319,-976697323.7,-1655884369,-1671546985,-1410131673,-1422231735,-1752750212,-1611613399,-1539901410,-1454664880,-2256840621,-2245469920,-1839492243,-2137235543,-3451198872,-5224400564,-5119181946,-6420592384,-6528414031,-5398591549,-5488732394,-7557746479,-8669014085,-9943661972,-9459154930,-8592957746,-7950704225,-8735633803,-7823098592,-5793380282,-7979718310,-9451830986,-9275352113,-6736056338
Japan,,,,,,,,,,,2454150061,6099709614,6834642809,-231313285.9,-3967665540,-316462115.1,3911996800,10673368053,16145734415,-10178503568,-10762068406,7475883734,6219770858,19079902169,32246208254,44629778842,76375001632,70124276208,60323819348,41293261160,24355543277,53732293939,80350537263,95479406967,93444922990,68922257802,18591806698,44200018348,71492903649,68865072147,67799063708,25985588613,52861517849,72560562736,93369256791,67729286089,59746705268,80680404404,17444937330,23747970773,77087145544,-40268387502,-1.03E+11,-1.26E+11,-1.27E+11,-24619967678,40314211664,37457827821,1006129335,-14809695880,-13587503404,-26206712404,-1.60E+11,-64814781833
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-330578512.4,-2070252208,-2136185716,-932060211.5,-154812541,-559875393.5,-999578140.6,395627354.2,1372843343,-234603908.9,-12417864.98,1655988772,3707426030,4927609874,8503031471,6777507614,26685614540,9121813580,21244932306,38162131435,30150627211,27985511154,30359360963,7345457290,4634764145,13294618097,21023093624,14568541280,6896965280,16993275535,33381806961,18477891114
Kenya,-20370005.85,12585994.97,16603979.36,28447988.62,41719997.31,6999997.2,17919992.83,-11199995.52,1399999.44,20999991.6,-13439994.62,-116480233.4,-45079981.97,-31994266.12,-214479634.2,-152794703.9,24142285.09,151270557.9,-517246978.2,-365202294.6,-463735482.7,-230339923.8,-315199172.3,-135299725.8,-328400773.6,-297399994.2,-292799145.9,-405900103.1,-437199897.4,-587299189.7,-483112588.5,-123448964.6,-33667387.48,284643208.1,201180098.5,-593650220.5,-832478531.4,-1139017853,-1206265938,-841697402.8,-1287547741,-1309467862,-706917924.3,-888105847.7,-1007002544,-1397997983,-2393148429,-3213973760,-4390150820,-3555176337,-4606657577,-7172553509,-6707709330,-7326740668,-9030714940,-7061070722,-6258683308,-8631666733,-8603277971,-8937164424,-8006376280,-10186154227,-10651995632,-9420822779
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-540742121.9,-32980623.88,-278291397,-154863891.6,-106062789.7,-214121504.1,-471870972.8,-139720581.9,-354585203.3,-184781355.3,-78554483.5,-4541279.196,-60340401.42,-126089105.3,-192489979.6,-454478722.1,-1057393115,-1187635191,-2005003911,-1124792060,-1444263403,-1679773455,-3359873428,-3632783882,-3751144042,-2710162690,-2328222478,-2473549323,-2950477278,-2574977451,-1639911756,-2649895106,-4988934002,-8648716198
Cambodia,-51428562.86,-37142857.14,-59999991.43,-25714277.14,-5714294.286,-8571428.571,-45714285.71,-11428571.43,-22857142.86,-35211267.61,-14404033.13,,,,,,,,,,,,,,,,,,,,,,,-420854953.5,-359651679.6,-529889412.4,-646408625.2,-402905994.6,-410123184.7,-460354834.6,-435443694.9,-390197992.7,-445246183,-586310771.7,-571548570.8,-810654897,-918898750.7,-1157301806,-832228032.7,-1233531103,-1318081349,-1594949390,-1812999471,-2306822403,-2467720971,-2452990825,-2613397783,-2511478189,-2484238446,-1776650947,-787515357.3,-536318626.4,-583724770,-178449106.1
Kiribati,,,,,,,,,,,,,889820.3593,4217434.727,39049518.89,21916004.14,8509270.62,6819504.893,3934029.181,720959.5804,-667731.2911,-18112097.59,-15981939.68,-12086540.27,-4947918.376,-5425901.341,-3403178.13,-27100554.55,-27140306.96,-29608347.96,-38825408.24,-34788698.16,-48795577.12,-38841461.76,-34472722.01,-46893737.96,-52229386.09,-48559129.57,-41204137.63,-52118390.92,-54281849.72,-51705662.75,-65387927.5,-68486699,-80225217.54,-108553135.5,-82729631.33,-90093187.84,-98821610.07,-97231130.67,-103518540.6,-131487763.6,-146136828.6,-150998057.2,-160475103,-157029301.6,-161117626.3,-165036381.1,-152403471.3,-148307847.1,-127160502.5,-191010306.9,-232555044.4,-237352792
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",-369108910.9,-239599268.2,-330000000,-426923076.9,-256725963,-224473800.4,-384023586.9,-513092167.7,-764517703.2,-909214577.4,-871985002.4,-1023772316,-526095829.4,-517420969,-2163558709,-1890082645,-842561983.5,-702685950.4,-2196280992,-4843595041,-5658571117,-5288767001,-4304428956,-1878831059,429169213.3,1100319533,4472949360,9809529309,12524124422,4453308766,-2158204668,-7512068194,-2185228017,1673787062,-2430780023,-5753732172,-18610278558,-4740409121,40540753642,26959749135,10274302969,7402587122,7479727850,11391522525,27705289495,20954447867,6329451330,10668842741,-2435922180,39995614482,32112913547,13900863654,34887793976,63488229264,74942916303,1.00374E+11,99901056844,77055383162,76567178709,46150387327,60595164242,64645299273,119168684.2,884838156.9
Kuwait,,,,,,935199625.9,988399604.6,758799696.5,949199620.3,957599617,1025919590,1850333335,2133461418,2691757819,9250181647,6547553718,5959224931,4040954265,4755447132,12165027898,12615751562,7773015406,461948310.4,2040607321,3357405206,2344116933,-326914778.3,3448610687,956889068.9,2682288387,-2420138889,-11979850423,-2730061350,834437748.3,2117844781,2824612663,4124792508,4025066837,-1876911365,1957853588,9929845608,5500811916,3053495397,8439257480,14584323040,28852739726,42022772386,40233767513,60183463032,31850165922,41918027124,72889603919,84329989712,76836954662,60138150777,10118771361,-977112848.8,5494402325,16411973297,17509576399,6013068481,31822717583,55010938776,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,-62857144.65,-135555548.9,-72631579.14,-86228060.1,-109435417,-141848839.7,-114164594.7,-126196448.6,-113674456.2,-128865624.8,-228999999.2,-248900017.3,-343999995.2,-303500005,-145399974.6,-120816253.6,-130070000,-179570000,-171420000,-274590000,-384670000,-379290001.1,-195251362.6,-506102739.9,-846431328.6,-978410148.6,-995045075.7,-963595092.2,-2286425627,-2616296334,-2330593303,-2581428629,-1380097004,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1990297957,-2325293899,-3161199088,-3572930614,-4606392639,-5234490181,-6037813759,-5805196028,-5201688860,-4689565289,-3945368354,-3755887231,-4297180763,-3609286899,-4140630182,-4414572359,-4195329656,-4380335052,-5880278088,-8600086762,-8498178031,-9630355261,-11744040237,-13613109112,-15414561887,-15537075883,-12761792549,-12414119832,-13045638212,-14685203826,-11139351720,-5513036337,-6194124426,-9495023545,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2472658443,981020774.6,1735019694,-1012583369,262653286.2,1726673761,1327838828,1516709846,-412768887.9,2028843645,6825592065,3379807756,2186614173,6309375000,10394637923,17311620356,27607622574,30024749633,39010528277,11464148559,25981359169,6399940530,32862577874,10129339494,-6912359459,-6065406419,-5966689418,4597293768,11844828483,3959054913,-4801727124,6982018751,11953346949,6571580007
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,-41723718.49,-13690578.36,-20201841.77,-21535144.2,-27586140.17,6932773.109,-60924369.75,-52880658.44,-53450365.21,-122352941.2,-72268907.56,-47386172.01,-40201005.03,-34843750,-266917293.2,-283166904.4,-83828775.27,150169109.4,-130493273.5,-405202312.1,-908771929.8,-709922077.9,-901345507,-780492987.7,-358962264.2,-714617083.9,-743718772.3,-701902173.9,-750895944.7,-663550624.1,-633150274.6,-910273144.8,-898790782.6,-986879139.1,-1383265884,-1360273171,-1240691153,-1065687903,-948859581.1,-1218699350,-1731889365,-982190017.9,-1076275691,-1138427269,-1822670224,-2179492537,-3111944609,-3356826500,-5572122515,-2731111337,,,,,,-6071574508,-6005487219,-6315667015,-6536046126,-5143694976,-5204808812,-6545692561,-2642074918,-1381023149
Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,-9239996.304,-11759995.3,-13999994.4,-16939993.22,-17779992.89,-20719991.71,-25899989.64,-26459989.42,-26459989.42,-25059989.98,-25199989.92,-32158072.31,-42928225.31,-64845329.48,-95661810.48,-133872791.1,-178250044.6,-194350048.6,-195500048.9,-294528771.8,-384420813.7,-424273504.3,,,,,,,,,,,,,,,,,,,,,,,,,,-984912194,-976913878.2,-1207625405,-1471583827,-1401932768,-1650563651,-1346086235,-1220362720,-1036826659,-946330953.3,-1185962865,-1144399515,-1149879444,-1072002171,-1131151501,-1162300224,-1179022982
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-844969082.6,-785966335.8,-1025568407,-1287283556,-1101282693,-713467414.8,-669587397.5,-810390720.4,-1088013536,-1597796821,-1885353900,-3096995859,-5202394636,-5547591102,-658097025.3,-743563675.9,-1169003765,261898594.1,674755101.2,932465621.7,-409931727.7,312998993.2,1095677773,1007590388,2900771155,5208882557,2985272025,-1485967464,3114842973
Luxembourg,,,,,,,,,,,273181121.4,149808501.9,222945651.2,479769198.9,868957125.1,335657562.8,405474399.2,383322453.6,348275906.2,572656852,344654435.1,179524119.9,224778386,302460749.5,394617425.3,574526122.7,801841249.8,625157212.3,862131651.1,1266363636,1484205698,1459135263,2273483061,2600159748,3273598987,4048253968,4247033225,3981856112,3793094021,4369002405,4856922804,4627445498,5211061529,6146511782,7799067257,8879862271,12701864962,16336899957,18109940088,17602447068,17846724852,18671634868,18313535758,21017073520,22111342537,19546646967,21004332240,20831428214,23131044212,21299082842,25035028956,28503066895,27793110600,26447309456
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-274522247.6,-538259316,-590058069.2,-865734540.7,-738938265.7,-634044032.4,-866922990.8,-967862664.8,-1473640389,-2210252374,-2430826385,-4452603461,-5915881548,-4539674024,-524089519,-500213926.3,-1629418836,-1504532477,-1319199213,-877448198,-313207722.4,142722980.5,-127585062.4,-164397134.4,-72138937.41,479097584.5,-1211962275,-1858284393,-1579771309
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,125926924.2,121647867.7,224383505.4,185276818.8,180827583.8,362430660,380942099.8,478349012.6,676599602.6,555205047.3,838273119.7,1005327861,1054485123,1592794359,1843116088,1787520758,1595735281,1318968699,2083878444,2224559656,2517105701,2880850981,4325138420,3939925590,4210124545,4996233132,6893047602,9383059193,15506327809,21292912332,24977396361,30864705157,28904879338,17350368693,18523428956,23248439665,27305272080,27932078305,363872504.7,4393961576,174825044.8,18644887572
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,17784858.78,-61258870.19,-73115429.53,-57306683.74,9880387.077,37545771.26,-11856559.35,-69163262.85,-51378423.83,-16599183.08,-155973038.2,-120793059.9,-32929055.82,-79232106,-48812671.25,-976930956.2,-1803221859,-2256944059,-1813126114,-2045402902,-1883905741,-2151238058,-2146213313,-1154613565,-1348202879,-1242570804,-1268123845,-1021875832,-37146581.23,-1379125300,-1662325914,-1660046700,-1995360541,-1755914442,-1935637021,-2485677026,-1477676771,-1292630083,-1668096217,-1531205001,-2170940439,-1183660488,-1139912204,-1728628059,-3208669864,-3788292814,-4108550667,-7385441974,-13124997984,-11062913455,-10050304390,-14219008328,-15001080728,-15452612955,-13852049948,-8056861554,-10770661075,-10621752089,-12222219618,-10071252426,-8804922307,-13138811840,-15070969799,-11968192982
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136108803.3,-314971087,-408408441.6,-454645623.8,-150927766.5,-347397574.3,-361145972.6,-413987696.2,-662220317.6,-787561788.7,-1216147941,-1589681578,-2269226920,-3195984736,-1991870886,-2251428456,-2821894428,-2964652518,-2991662760,-2930853841,-1976909181,-1857293950,-2241374477,-2931693510,-2963549143,-2702466713,-3720534233,-4099645794,-3978526496
Madagascar,-44385302.18,-34249085.49,-34217890.81,-54261840.04,-53164814.69,-56584742.74,-53145783.12,-38160008.18,-51994464.32,-52843618.29,-26965836.6,-78939361.4,-54472051.6,-76551269.5,-89758416.73,-114851458.3,-51512445.61,-85015374.75,-184382967.4,-547650294.8,-464817139,-273838286.2,-213066698.6,-140185465.6,-68944570.27,-100756847.3,-80543285.45,-59431769.57,-106140997.5,-33365602.33,-261058358.4,-124066456.7,-154739870,-213181134,-123958216.8,-130522157.6,-90388043.95,-195579000.2,-198415866.9,-181005461.9,-210065320.6,-48652805.55,-350565525.5,-423279046.1,-499421583.5,-614714313,-455951071,-947112751,-2031658030,-2083019727,-1410171128,-1275761616,-1052567029,-1220396866,-676942019.8,-502638692.1,-313936087.9,-466196389.4,-656278920.2,-811373735.5,-1138941534,-1296604714,-1225751544,-1112245225
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614093501.1,377233235.6,-50844262.09,-182697341.1,-518521275.1,-349199879.6,-663795275.1,503746042.6,191384464.5,-83586104.85
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,-411824000,-311912000,-234024000,-277032000,-445848000,-412432000,-375216000,-568840000,-679896000,-560120000,-675968000,-422920000,-347920000,-581984000,-1557920000,-2398560000,-1224186438,79369157.84,-583862608.2,-1697513703,-4418630996,-6315684275,8712722953,14264243010,13747056510,9374182472,5056800480,8573422397,2545780331,-144468779.5,-2901886476,-9142911050,-18303180266,-15751893766,-20203083923,7854137403,7253513413,100862036.3,-8854630484,-7439469884,-10745509995,-13196271984,-12211107588,-10635248765,-15028128471,-14575601318,-14004359661,-18700378800,-27007969655,-14766707749,-13690284542,-15687804674,-14798142338,-15664725283,-15997824630,-25326664234,-22900319427,-22908871558,-26693875997,-5251253229,18118519569,-25421787732,-42799249081,-21367644577
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74815700,-73934800,-61323000,-69977000,-71848100,-83184500,-83034300,-62891600,-74211700,-71028500,-81734600,-88919600,-93807000,-92784200,-110602700,-116990200,-87419200,-86678000,-111148200,-94137700,-91860000,-87459600,-100266800,-107867600,-183720800,-89101000,-64291000,-94264900,-83824800
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-448878091.9,-139515306.1,22999410.72,-202589525.9,-345698096.2,-436621764,-710853847.7,-972470607.1,-1131757941,-1025453226,-538253696.1,-485235026,-760748379.7,-779367455.6,-1105992190,-1015508520,-1164261122,-1488872624,-2489390206,-2027547260,-1721659140,-1988047928,-2091949823,-1954140138,-1955697909,-1632711121,-1585685711,-1565559004,-1580935944,-1734647079,-1569638185,-2216760388,-2866815929,-2054991579
Mali,,,,,,,,-34552712.97,-27063629.68,-26542485.25,-20622055.39,-26874261.75,-46423480.79,-71335899.24,-151638105.3,-162846010.7,-94161771.02,-71638002.78,-222905810.2,-243040632,-253692317.7,-238588500.8,-205108695.8,-209675042,-219641917.5,-357817156.4,-379081033.5,-312194960.2,-383171671.7,-287892196.8,-409715118.9,-409830444.8,-516422342.8,-409738463.4,-365337426.8,-463396629,-410153017.9,-253104595,-224004508.2,-327710371.7,-309931084,-262758815.9,-64655323.63,-334202290.6,-434008143,-509021798.1,-284440488.5,-680700058.8,-1297452796,-725708639.1,-1315938866,-1099542728,-424013931.3,-1978005150,-2230549165,-2038082136,-2367242167,-2096456705,-1894816889,-2116505942,-1143562950,-2215256188,-2086551151,-2186186772
Malta,,,,,,,,,,,-68142940.65,-61986568.29,-61774827.45,-62259190.08,-99432724.88,-59993257.3,-58480757.58,-84484264.02,-55386996.55,-52368803.81,-68421831.55,-99913892.39,-184698814.6,-161480943.2,-154887969.5,-163781123,-136180709.9,-155645941,-192017732.4,-218943277.2,-326478198.8,-288604268.6,-209911533.4,-251442175,-293201676.5,-238203613.4,-377306216.8,-230908036.3,-257717361,-189951754.5,-365857863.9,-179526217.1,111874134.4,-198357312,-347636872.6,-581878326.6,-274982777,-247044533,-256198152.8,-130167207.5,92402450.45,279504575.4,229077855.6,853714414.7,1492969572,1164545277,1560180691,2861367862,3004583283,2609159991,2536476049,3262471407,2588287575,4036481986
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-140706840.7,-273293928,-314968363.4,-279652832.7,-333076732.1,-395612486,-1003610588,-1573141254,-2422879742,-1279547096,-1064395361,-998009504.3,-998217997.8,-897004429.3,-911430158,-748212573.9,-983566908.5,-1138609544,-1313917662,-1172216501,-1670102282,-1134847530,-1422443202,-1403673584
Mongolia,,,,,,,,,,,,,,,,,,,,,,-1089508867,-974987233.3,-976184300,-753278150,-906893375,-1483275100,-1252314200,-1204029033,-1122831167,-565229200,-677232000,-97894086.85,-85121072.9,-91618008.33,-14825363.23,-93196784.85,63076543.75,-131156749.2,-126090235.8,-157950192.9,-192502943.7,-238308563.5,-248791320,-194301582.7,-122203965,203359832.1,57107719.1,-740236948.5,-332684790.2,-718377821.6,-2278925182,-2759021641,-2834942804,-589845518.6,-149381040.8,77056377.14,275592774.9,-1321276456,-846989980.6,330435100.4,-305782418.3,-1063977601,1961371705
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387000000,344000000,281000000,182000000,77000000,48000000,29000000,-48000000,-70000000,-132000000,-99000000,-123000000,-123000000,-153000000,-116000000,112000000,-95000000,-233000000,-428000000,-611000000,-533000000,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1290681702,-1148422287,-1117485120,-1115684279,-1256731229,-1101167828,-1064432482,-1062047526,-1744750512,-1503399666,-730889523.2,-1807205199,-1615903761,-1532110451,-1443236855,-1071809246,-1024785745,-1329359072,-1463294793,-1723297417,-3164841875,-7659795956,-9183386130,-9129134398,-5448912599,-4783023348,-3138243402,-5037631004,-4856588578,-4886507145,-5073207178,-6727387884,-3157648304
Mauritania,,-11643114.6,-16343952.62,-722746.7095,42400222.93,47275237.29,52090088.88,47735874.95,46610175.91,42943065.83,46757483.99,49957695.56,16618988.77,25251199.54,-16330590.32,-79077942.66,-183840003.1,-198395539.7,-147539830.2,-142657370.2,-176545153.9,-177293473.6,-296506485.4,-191593683.1,-154454209.4,-83880197.31,-121814736.7,-95125115.44,-52120445.52,4550391.085,-86867776.8,-15695173.26,52289600.61,85819997.26,130566829.9,199885056.7,167815229.2,83595624.8,-50253361.4,-77025324.83,-140691472,-168097420.2,-128628979,-350099718.7,-677572133.9,-1019638637,76028253.91,-218081291.7,-568257110.4,-354401851.8,-109315579.2,127194605.2,-959806732.5,-816324463.7,-1109653976,-1045684091,-339324341.9,-666659831.3,-1193842057,-686185020.7,-327452884.3,-792661066.6,-2155348585,-1586528422
Mauritius,,,,,,,,,,,,,,,,,-48491923.63,-87630242.15,-125258081.1,-142356472,-116080961,-119509313.6,-30351665.43,-3929541.61,-34854231.42,-20398274.03,97427975.7,38669949.42,-105895901.3,-159871295.1,-191005234.5,-106949083.8,-104541428.7,-197075876.8,-310906787.1,-97950589.54,-30365386.98,-204395083.2,-34677286.59,-134043744,-5790573.693,285829457.1,164331486.5,110280908.1,-119897374.8,-337229503.2,-715180777.2,-745042354.7,-1333540085,-828478275.8,-1098575902,-1457154353,-1390417269,-1003473527,-724357567.4,-498335553.5,-380086783.8,-677437533.9,-868617096.5,-1033306058,-813506862.1,-1102102404,-989480629,-433845900.6
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
