COUNTRY,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
St. Vincent and the Grenadines,107.4666666666667,107.675,105.8083333333333,105.65,107.925,110.4333333333333,111.4416666666667,110.7416666666667,112.4833333333333,118.85,124.275
Sudan,313.9671601,429.8418983,502.5263176,591.7260146,783.1590023,1278.839971,1930.972285,5083.434815,23337.69547,55732.39121,
Suriname,60.12373939683985,62.15797364783832,66.44308442566366,103.2607841510459,125.975,,140.6333333333333,189.7,301.85,460.1583333333335,697.5416666666665
Sweden,314.0566666666668,313.4925,313.3458333333332,316.43,322.1083333333332,328.4008333333332,334.26,335.9225,343.1891666666668,371.9116666666668,403.705
Switzerland,100.9275583333333,100.9142333333334,99.75986666666668,99.32629166666668,99.85648333333334,100.791475,101.1572333333333,100.4229583333333,101.0072333333333,103.8708166666667,106.088875
Syrian Arab Republic,292.2264188772368,324.1583333333332,448.8333333333332,662.95,782.78,790.1458333333335,896.1641666666668,,,,
Taiwan,93.71,94.83,94.54,95.86,96.45,97.76,98.3,98.07,100,102.95,105.51
"Tajikistan, Republic of",440.7545217,467.6600626,494.3847751,524.0705085,,,,,,,
"Tanzania, United Republic of",72.83757154185308,77.30369051605003,81.62355179471882,85.84737984015352,90.41335821,93.57281548,96.81444035794928,99.99991681558132,103.6908333333333,108.2016666666666,112.3125
Thailand,96.47444896867616,98.3027766,97.41763386,97.60092484582282,98.25058772959142,99.29587331728028,99.99762565393831,99.15170859205658,100.3716666666667,106.4716666666667,107.7791666666667
"Timor-Leste, Democratic Republic of",96.91329862754378,97.61715570279222,98.15677946048272,96.84291292001892,97.38253667770942,99.95000000000002,100.9083333333333,101.4083333333333,105.1583333333334,112.525,122
Togo,99.38054989,99.57024258788232,102.1441373,103.4571475,102.4413123,103.3917170833333,104.0892521666667,105.8580248333333,110.2894694166667,119.0768640833333,125.6133333333333
Tonga,84.18028199186293,86.29394476905952,85.38440804117975,87.58575055648302,94.16962646076794,98.90833333333332,100.075,99.725,105.35,116.9083333333333,124.3333333333333
Trinidad and Tobago,91.56913740788902,96.77431007079902,101.2851696773048,104.3953003885774,106.3583333333333,107.4416666666666,108.5166666666667,109.1666666666666,111.4146567,117.9083333333333,123.3666666666667
Tunisia,91.51795559154785,95.75116529732774,99.99999999999999,103.6293993738438,109.1309270799326,117.1057697151828,124.9753656542244,132.0166666666667,139.55,151.1416666666666,165.2416666666667
"Turkiye, Republic of",222.3333333333333,242.02,260.585,280.8458333333332,312.1441666666668,363.125,418.2358333333332,469.5908333333332,561.6141666666665,967.7108333333335,1488.914166666667
Uganda,83.77088801983008,86.34743482658195,91.17398535642455,96.37671491,101.3976690628622,104.0502441615251,107.0339765129368,110.5803577626452,113.0181814199879,121.1507311281086,127.6334438042508
Ukraine,104.375,116.975,173.9416666666667,198.1416666666667,226.75,251.5833333333332,271.425,278.8416666666668,304.95,366.5,413.5916666666668
United Arab Emirates,90.97743818,93.11201329945278,96.90164066051248,98.46901315628251,100.4057269,103.4868109587132,101.4883966618076,99.37804371489035,99.55685993193225,104.8246384330088,106.5298296024562
United Kingdom,98.2,99.625,99.99166666666665,101,103.5833333333333,105.9583333333333,107.8,108.8666666666667,111.6083333333334,120.45,128.6333333333333
United States,106.8338489,108.5669321189636,108.6957219606935,110.0670089342698,112.4115573023076,115.1573032247906,117.2441954762282,118.6905015771978,124.2664138258379,134.2112061684602,139.7357935632595
Uruguay,47.28105451295802,51.47836078130985,55.93961445,61.33186519,65.14553810800459,70.10085535554705,75.62619685944082,83.00459594025278,89.43572066896465,97.57828838,103.3052592183334
"Uzbekistan, Republic of",44.98100379692442,49.15663246435188,53.45876291676832,57.80543436,65.82636760628564,77.36189852360575,88.59928363374648,100,110.8492397508122,123.5377572691174,135.8379061359042
Vanuatu,140.825,141.95,145.475,146.7,151.225,154.75,159.025,167.5,171.425,182.875,203.325
"Venezuela, República Bolivariana de",406.1666667,658.675,1460.533333,5184.141667,,,,,,,
Vietnam,84.20595690847432,87.64539508233425,88.19861360943878,90.5519715,93.73963351691641,97.05766788768464,99.77122914442795,102.9847949518454,104.8742729970104,108.1846372893448,111.7037676
West Bank and Gaza,97.10541858,98.78824101654244,100.2025047941954,99.98295448790871,100.1954891883333,99.99999999999935,101.5801833363939,100.8332317415533,102.0810238545906,105.9001035353094,112.1176063955933
Zambia,131.2625,141.51,155.8175,183.6616666666667,195.7416666666666,210.4116666666667,229.665,265.7983333333332,324.3291666666668,359.9833333333332,399.1658333333332
Zimbabwe,2.081829116945108,2.077711575178997,2.027203062848051,1.995909745425616,2.013752426412092,2.227590095465394,7.914738782816228,52.01580712,103.2753590692124,211.41,
