Country Name,Year,CPI,GDP,Trade Imbalance,Real Effective Exchange Rate
CF,2013,213.5554091288094,1804350000000.0,-142992617.5,
CF,2013,213.5554091288094,1804350000000.0,-142992617.5,
CF,2013,213.5554091288094,1804350000000.0,-142992617.5,101.3997354
CF,2013,213.5554091288094,1804350000000.0,-142992617.5,
CF,2013,213.5554091288094,1804350000000.0,,105.1909067
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,1804350000000.0,,101.3997354
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,1804350000000.0,-3632783882.0,105.1909067
CF,2013,213.5554091288094,1804350000000.0,-3632783882.0,
CF,2013,213.5554091288094,1804350000000.0,-3632783882.0,
CF,2013,213.5554091288094,1804350000000.0,-3632783882.0,101.3997354
CF,2013,213.5554091288094,1804350000000.0,-3632783882.0,
CF,2013,213.5554091288094,1804350000000.0,4812877978.0,105.1909067
CF,2013,213.5554091288094,1804350000000.0,4812877978.0,
CF,2013,213.5554091288094,1804350000000.0,4812877978.0,
CF,2013,213.5554091288094,1804350000000.0,4812877978.0,101.3997354
CF,2013,213.5554091288094,1804350000000.0,4812877978.0,
CF,2013,213.5554091288094,1804350000000.0,,105.1909067
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,1804350000000.0,,101.3997354
CF,2013,213.5554091288094,1804350000000.0,,
CF,2013,213.5554091288094,7335033801.0,-142992617.5,105.1909067
CF,2013,213.5554091288094,7335033801.0,-142992617.5,
CF,2013,213.5554091288094,7335033801.0,-142992617.5,
CF,2013,213.5554091288094,7335033801.0,-142992617.5,101.3997354
CF,2013,213.5554091288094,7335033801.0,-142992617.5,
CF,2013,213.5554091288094,7335033801.0,,105.1909067
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,7335033801.0,,101.3997354
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,7335033801.0,-3632783882.0,105.1909067
CF,2013,213.5554091288094,7335033801.0,-3632783882.0,
CF,2013,213.5554091288094,7335033801.0,-3632783882.0,
CF,2013,213.5554091288094,7335033801.0,-3632783882.0,101.3997354
CF,2013,213.5554091288094,7335033801.0,-3632783882.0,
CF,2013,213.5554091288094,7335033801.0,4812877978.0,105.1909067
CF,2013,213.5554091288094,7335033801.0,4812877978.0,
CF,2013,213.5554091288094,7335033801.0,4812877978.0,
CF,2013,213.5554091288094,7335033801.0,4812877978.0,101.3997354
CF,2013,213.5554091288094,7335033801.0,4812877978.0,
CF,2013,213.5554091288094,7335033801.0,,105.1909067
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,7335033801.0,,101.3997354
CF,2013,213.5554091288094,7335033801.0,,
CF,2013,213.5554091288094,99134277850.0,-142992617.5,105.1909067
CF,2013,213.5554091288094,99134277850.0,-142992617.5,
CF,2013,213.5554091288094,99134277850.0,-142992617.5,
CF,2013,213.5554091288094,99134277850.0,-142992617.5,101.3997354
CF,2013,213.5554091288094,99134277850.0,-142992617.5,
CF,2013,213.5554091288094,99134277850.0,,105.1909067
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,99134277850.0,,101.3997354
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,99134277850.0,-3632783882.0,105.1909067
CF,2013,213.5554091288094,99134277850.0,-3632783882.0,
CF,2013,213.5554091288094,99134277850.0,-3632783882.0,
CF,2013,213.5554091288094,99134277850.0,-3632783882.0,101.3997354
CF,2013,213.5554091288094,99134277850.0,-3632783882.0,
CF,2013,213.5554091288094,99134277850.0,4812877978.0,105.1909067
CF,2013,213.5554091288094,99134277850.0,4812877978.0,
CF,2013,213.5554091288094,99134277850.0,4812877978.0,
CF,2013,213.5554091288094,99134277850.0,4812877978.0,101.3997354
CF,2013,213.5554091288094,99134277850.0,4812877978.0,
CF,2013,213.5554091288094,99134277850.0,,105.1909067
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,99134277850.0,,101.3997354
CF,2013,213.5554091288094,99134277850.0,,
CF,2013,213.5554091288094,4920500000000.0,-142992617.5,105.1909067
CF,2013,213.5554091288094,4920500000000.0,-142992617.5,
CF,2013,213.5554091288094,4920500000000.0,-142992617.5,
CF,2013,213.5554091288094,4920500000000.0,-142992617.5,101.3997354
CF,2013,213.5554091288094,4920500000000.0,-142992617.5,
CF,2013,213.5554091288094,4920500000000.0,,105.1909067
CF,2013,213.5554091288094,4920500000000.0,,
CF,2013,213.5554091288094,4920500000000.0,,
CF,2013,213.5554091288094,4920500000000.0,,101.3997354
CF,2013,213.5554091288094,4920500000000.0,,
CF,2013,213.5554091288094,4920500000000.0,-3632783882.0,105.1909067
CF,2013,213.5554091288094,4920500000000.0,-3632783882.0,
CF,2013,213.5554091288094,4920500000000.0,-3632783882.0,
